text,label
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",positive
"a light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation",negative
"with a tone as variable as the cinematography , schaeffer 's film never settles into the light footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm",negative
"it is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth",positive
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,positive
"that rare film whose real life basis is , in fact , so interesting that no embellishment is needed",positive
"vera has created a provocative , absorbing drama that reveals the curse of a self hatred instilled by rigid social mores",positive
"whenever it threatens to get bogged down in earnest dramaturgy , a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us",positive
"gooding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences",positive
the one not so small problem with expecting is that the entire exercise has no real point,negative
"filmmakers david weissman and bill weber benefit enormously from the cockettes ' camera craziness not only did they film performances , but they did the same at home",positive
wonderful fencing scenes and an exciting plot make this an eminently engrossing film,positive
this submarine drama earns the right to be favorably compared to das boot,positive
"its flame like , roiling black and white inspires trembling and gratitude",positive
"it does give a taste of the burning man ethos , an appealing blend of counter cultural idealism and hedonistic creativity",positive
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",negative
strictly a ` guy 's film ' in the worst sense of the expression,negative
"precocious smarter than thou wayward teen struggles to rebel against his oppressive , right wing , propriety obsessed family",positive
it 's a sharp movie about otherwise dull subjects,positive
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",negative
he 's the scariest guy you 'll see all summer,positive
lrb allen rrb manages to breathe life into this somewhat tired premise,positive
"like the best 60 minutes expos , the film lrb at 80 minutes rrb is actually quite entertaining",positive
should have been worth cheering as a breakthrough but is devoid of wit and humor,negative
attal pushes too hard to make this a comedy or serious drama,negative
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",positive
there is simply no doubt that this film asks the right questions at the right time in the history of our country,positive
"kids do n't mind crappy movies as much as adults , provided there 's lots of cute animals and clumsy people",negative
a gripping drama,positive
"a gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unconned by false sentiment or sharp , overmanipulative hollywood practices",positive
a glib but bouncy bit of sixties style slickness in which the hero might wind up caught but the audience gets pure escapism,positive
a sustained fest of self congratulation between actor and director that leaves scant place for the viewer,negative
lightweight but appealing,positive
everything that was right about blade is wrong in its sequel,negative
"if it were any more of a turkey , it would gobble in dolby digital stereo",negative
marinated in clich s and mawkish dialogue,negative
"for those who like quirky , slightly strange french films , this is a must !",positive
"proves a servicable world war ii drama that ca n't totally hide its contrivances , but it at least calls attention to a problem hollywood too long has ignored",positive
"thirteen conversations about one thing lays out a narrative puzzle that interweaves individual stories , and , like a mobius strip , elliptically loops back to where it began",positive
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",negative
"if the title is a jeopardy question , then the answer might be `` how does steven seagal come across these days ? ''",negative
"but this new jangle of noise , mayhem and stupidity must be a serious contender for the title",negative
an impressive hybrid,positive
most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement,negative
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",positive
it 's not an easy one to review,negative
"the movie spends more time with schneider than with newcomer mcadams , even though her performance is more interesting lrb and funnier rrb than his",negative
millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry,negative
lrb a rrb stale retread of the '53 original,negative
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,positive
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,positive
"white oleander may leave you rolling your eyes in the dark , but that does n't mean you wo n't like looking at it",positive
"like a grinning jack o ' lantern , its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded",negative
you ca n't believe anyone would really buy this stuff,negative
you may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie,negative
"it 's refreshing that someone understands the need for the bad boy diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly",positive
and they succeed merrily at their noble endeavor,positive
what an embarrassment,negative
beautifully filmed and well acted but admittedly problematic in its narrative specifics,positive
"sadly , though many of the actors throw off a spark or two when they first appear , they ca n't generate enough heat in this cold vacuum of a comedy to start a reaction",negative
watch barbershop again if you 're in need of a cube fix this is n't worth sitting through,negative
and that is where ararat went astray,negative
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",positive
brosnan 's finest non bondish performance yet fails to overcome the film 's manipulative sentimentality and annoying stereotypes,negative
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,negative
the end result is like cold porridge with only the odd enjoyably chewy lump,negative
daring and beautifully made,positive
highly uneven and inconsistent margarita happy hour kinda resembles the el cheapo margaritas served within,negative
"really is a pan american movie , with moments of genuine insight into the urban heart",positive
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive
director jay russell weighs down his capricious fairy tale with heavy sentiment and lightweight meaning,negative
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",positive
"stanley kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe",positive
"muccino seems to be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble",positive
"` film aficionados can not help but love cinema paradiso , whether the original version or new director 's cut '",positive
Sales of mid-strength beer decreased by 40 % .,negative
a potentially good comic premise and excellent cast are terribly wasted,negative
"the plot is plastered with one hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults",negative
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,positive
harmless fun,positive
at times auto focus feels so distant you might as well be watching it through a telescope,negative
"while solondz tries and tries hard , storytelling fails to provide much more insight than the inside column of a torn book jacket",negative
catch it if you can !,positive
this kiddie oriented stinker is so bad that i even caught the gum stuck under my seat trying to sneak out of the theater,negative
"mr caine and mr fraser are the whole show here , with their memorable and resourceful performances",positive
Our standardised services have met with a positive reception among our customers as well as at Itella .,positive
"a kilted jackson is an unsettling sight , and indicative of his , if you will , out of kilter character , who rambles aimlessly through ill conceived action pieces",negative
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",negative
"that 's muy loco , but no more ridiculous than most of the rest of `` dragonfly ''",negative
"it 's difficult to conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny",negative
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive
a low rent retread of the alien pictures,negative
"a sexy , surprising romance idemoto and kim make a gorgeous pair their scenes brim with sexual possibility and emotional danger",positive
suffers from its timid parsing of the barn side target of sons trying to breach gaps in their relationships with their fathers,negative
it 's petty thievery like this that puts flimsy flicks like this behind bars,negative
"merely lrb and literally rrb tosses around sex toys and offers half hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense",negative
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",positive
"when it 's this rich and luscious , who cares ?",positive
"lrb caine rrb proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film",positive
"mckay seems embarrassed by his own invention and tries to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service",negative
"still , the updated dickensian sensibility of writer craig bartlett 's story is appealing",positive
a surprisingly charming and even witty match for the best of hollywood 's comic book adaptations,positive
it still feels like a prison stretch,negative
"amid the shock and curiosity factors , the film is just a corny examination of a young actress trying to find her way",negative
"no worse a film than breaking out , and breaking out was utterly charming",positive
"by the time the surprise ending is revealed , interest can not be revived",negative
"it would n't matter so much that this arrogant richard pryor wannabe 's routine is offensive , puerile and unimaginatively foul mouthed if it was at least funny",negative
grating and tedious,negative
brosnan gives a portrayal as solid and as perfect as his outstanding performance as bond in die another day,positive
frequent flurries of creative belly laughs and genuinely enthusiastic performances keep the movie slaloming through its hackneyed elements with enjoyable ease,positive
late marriage is an in your face family drama and black comedy that is filled with raw emotions conveying despair and love,positive
"while bollywood hollywood will undoubtedly provide its keenest pleasures to those familiar with bombay musicals , it also has plenty for those lrb like me rrb who are n't",positive
"most of the information has already appeared in one forum or another and , no matter how broomfield dresses it up , it tends to speculation , conspiracy theories or , at best , circumstantial evidence",negative
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative
"what remains is a variant of the nincompoop benigni persona , here a more annoying , though less angry version of the irresponsible sandlerian manchild , undercut by the voice of the star of road trip",negative
"nicks sustains the level of exaggerated , stylized humor throughout by taking your expectations and twisting them just a bit",positive
it 's not the least of afghan tragedies that this noble warlord would be consigned to the dustbin of history,negative
"the film gets close to the chimps the same way goodall did , with a serious minded patience , respect and affection",positive
"try this obscenely bad dark comedy , so crass that it makes edward burns ' sidewalks of new york look like oscar wilde",negative
"blue crush follows the formula , but throws in too many conflicts to keep the story compelling",negative
the movie is like scorsese 's mean streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like leather warriors and switchblade sexpot,negative
"death to smoochy tells a moldy oldie , not nearly as nasty as it thinks it is joke",negative
"the pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self deprecating , biting and witty feature written by charlie kaufman and his twin brother , donald , and directed by spike jonze",positive
"enthusiastically taking up the current teen movie concern with bodily functions , walt becker 's film pushes all the demographically appropriate comic buttons",positive
becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting and emotional tensions of the papin sisters,positive
"it feels like very light errol morris , focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs",negative
a chiller resolutely without chills,negative
"devos and cassel have tremendous chemistry their sexual and romantic tension , while never really vocalized , is palpable",positive
"a fascinating curiosity piece fascinating , that is , for about ten minutes",negative
the story ultimately takes hold and grips hard,positive
"spielberg 's picture is smarter and subtler than lrb total recall and blade runner rrb , although its plot may prove too convoluted for fun seeking summer audiences",positive
so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt,positive
"the three leads produce adequate performances , but what 's missing from this material is any depth of feeling",negative
i 'd be hard pressed to think of a film more cloyingly sappy than evelyn this year,negative
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive
earnest yet curiously tepid and choppy recycling in which predictability is the only winner,negative
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive
"enough said , except film overboard !",negative
"the waterlogged script plumbs uncharted depths of stupidity , incoherence and sub sophomoric sexual banter",negative
those who trek to the ` plex predisposed to like it probably will enjoy themselves,positive
"sheridan had a wonderful account to work from , but , curiously , he waters it down , turning grit and vulnerability into light reading",negative
` unfaithful ' cheats on itself and retreats to comfortable territory,negative
`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,negative
the wanton slipperiness of corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art,positive
just dreadful,negative
"a huge box office hit in korea , shiri is a must for genre fans",positive
"that rare documentary that incorporates so much of human experience drama , conflict , tears and surprise that it transcends the normal divisions between fiction and nonfiction film",positive
jason patric and ray liotta make for one splendidly cast pair,positive
"the film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting",positive
"content merely to lionize its title character and exploit his anger all for easy sanctimony , formulaic thrills and a ham fisted sermon on the need for national health insurance",negative
"boisterous , heartfelt comedy",positive
"a much more successful translation than its most famous previous film adaptation , writer director anthony friedman 's similarly updated 1970 british production",positive
"first time writer director dylan kidd also has a good ear for dialogue , and the characters sound like real people",positive
"if you love the music , and i do , its hard to imagine having more fun watching a documentary",positive
"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",positive
"both an admirable reconstruction of terrible events , and a fitting memorial to the dead of that day , and of the thousands thereafter",positive
"as it turns out , you can go home again",positive
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .",positive
what lrb frei rrb gives us is a man who uses the damage of war far more often than the warfare itself to create the kind of art shots that fill gallery shows,positive
"if religious films are n't your bailiwick , stay away",negative
"it 's the element of condescension , as the filmmakers look down on their working class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful",negative
"at the end , when the now computerized yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside",positive
"hart 's war seems to want to be a character study , but apparently ca n't quite decide which character",negative
overly long and worshipful bio doc,negative
"Clothing retail chain Sepp+ñl+ñ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .",positive
"some body is a shaky , uncertain film that nevertheless touches a few raw nerves",positive
"an inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three minute sketch , and no more",negative
why would anyone cast the magnificent jackie chan in a movie full of stunt doubles and special effects ?,negative
whole stretches of the film may be incomprehensible to moviegoers not already clad in basic black,negative
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,positive
absolutely not,negative
"you emerge dazed , confused as to whether you 've seen pornography or documentary",negative
neither revelatory nor truly edgy merely crassly flamboyant and comedically labored,negative
"as exciting as all this exoticism might sound to the typical pax viewer , the rest of us will be lulled into a coma",negative
"delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year",positive
"plot , characters , drama , emotions , ideas all are irrelevant to the experience of seeing the scorpion king",negative
"it 's a piece of handiwork that shows its indie tatters and self conscious seams in places , but has some quietly moving moments and an intelligent subtlety",positive
the crassness of this reactionary thriller is matched only by the ridiculousness of its premise,negative
it 's a funny little movie with clever dialogue and likeable characters,positive
"if it 's not entirely memorable , the movie is certainly easy to watch",positive
"feeling to it , but like the 1920 's , the trip there is a great deal of fun",positive
the story is smart and entirely charming in intent and execution,positive
it 's dark but has wonderfully funny moments you care about the characters and the action and special effects are first rate,positive
great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium seat megaplex,positive
"if oscar had a category called best bad film you thought was going to be really awful but was n't , guys would probably be duking it out with the queen of the damned for the honor",negative
"there 's real visual charge to the filmmaking , and a strong erotic spark to the most crucial lip reading sequence",positive
the author 's devotees will probably find it fascinating others may find it baffling,negative
"a gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable",positive
"a smart and funny , albeit sometimes superficial , cautionary tale of a technology in search of an artist",positive
"this film is so different from the apple and so striking that it can only encourage us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success",positive
a stylistic romp that 's always fun to watch,positive
the chocolate factory without charlie,negative
the film did n't convince me that calvin jr 's barbershop represents some sort of beacon of hope in the middle of chicago 's south side,negative
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,negative
"obviously , a lot of people wasted a lot of their time lrb including mine rrb on something very inconsequential",negative
"anyone not into high tech splatterfests is advised to take the warning literally , and log on to something more user friendly",negative
"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",positive
"with mcconaughey in an entirely irony free zone and bale reduced mainly to batting his sensitive eyelids , there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd",negative
"the movie 's plot is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh",negative
"the dramatic scenes are frequently unintentionally funny , and the action sequences clearly the main event are surprisingly uninvolving",negative
"an inexperienced director , mehta has much to learn",negative
report card does n't live up to the exalted tagline there 's definite room for improvement,negative
"road to perdition does display greatness , and it 's worth seeing",positive
"a strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two",positive
"for a film about action , ultimate x is the gabbiest giant screen movie ever , bogging down in a barrage of hype",negative
the script becomes lifeless and falls apart like a cheap lawn chair,negative
"a grating , emaciated flick",negative
brian tufano 's handsome widescreen photography and paul grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special,positive
nothing more than a stifling morality tale dressed up in peekaboo clothing,negative
"the film is a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama",negative
"even if it made its original release date last fall , it would 've reeked of a been there , done that sameness",negative
it finds no way to entertain or inspire its viewers,negative
many a parent and their teen lrb or preteen rrb kid could bond while watching a walk to remember,positive
"time stands still in more ways that one in clockstoppers , a sci fi thriller as lazy as it is interminable",negative
rife with nutty cliches and far too much dialogue,negative
"beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that 's there to scare while we delight in the images",positive
"for once , a movie does not proclaim the truth about two love struck somebodies , but permits them time and space to convince us of that all on their own",positive
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",negative
a gushy episode of `` m a s h '' only this time from an asian perspective,negative
"this is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness",negative
then you 'd do well to check this one out because it 's straight up twin peaks action,positive
"affectionately reminds us that , in any language , the huge stuff in life can usually be traced back to the little things",positive
forget the psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this wo n't seem like such a bore,negative
"after a while , hoffman 's quirks and mannerisms , particularly his penchant for tearing up on cue things that seem so real in small doses become annoying and artificial",negative
the thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes lrb of which they 'll get plenty rrb fills me with revulsion,negative
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive
`` The combined activities will create value for shareholders and be good for our employees and customers .,positive
"lush and beautifully photographed lrb somebody suggested the stills might make a nice coffee table book rrb , but ultimately you 'll leave the theater wondering why these people mattered",negative
ozpetek 's effort has the scope and shape of an especially well executed television movie,positive
"the underworld urban angst is derivative of martin scorsese 's taxi driver and goodfellas , but this film speaks for itself",positive
the movie does such an excellent job of critiquing itself at every faltering half step of its development that criticizing feels more like commiserating,negative
uneven but a lot of fun,positive
without any redeeming value whatsoever,negative
"`` The number of collection errors fell considerably , and operations speeded up .",positive
nothing more than a widget cranked out on an assembly line to see if stupid americans will get a kick out of goofy brits with cute accents performing ages old slapstick and unfunny tricks,negative
"like smoke signals , the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama",positive
about as exciting to watch as two last place basketball teams playing one another on the final day of the season,negative
"if i want music , i 'll buy the soundtrack",negative
how can such a cold movie claim to express warmth and longing ?,negative
as original and insightful as last week 's episode of behind the music,negative
"affable if not timeless , like mike raises some worthwhile themes while delivering a wholesome fantasy for kids",positive
the kind of primal storytelling that george lucas can only dream of,positive
"though frida is easier to swallow than julie taymor 's preposterous titus , the eye candy here lacks considerable brio",negative
` blue crush ' swims away with the sleeper movie of the summer award,positive
the first bond movie in ages that is n't fake fun,positive
"full frontal , which opens today nationwide , could almost be classified as a movie industry satire , but it lacks the generous inclusiveness that is the genre 's definitive , if disingenuous , feature",negative
at best this is a film for the under 7 crowd,negative
"to build a feel good fantasy around a vain dictator madman is off putting , to say the least , not to mention inappropriate and wildly undeserved",negative
"there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present",negative
one of the very best movies ever made about the life of moviemaking,positive
"the setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions",negative
"enigma looks great , has solid acting and a neat premise",positive
it gets the details of its time frame right but it completely misses its emotions,negative
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",negative
"definitely in the guilty pleasure b movie category , reign of fire is so incredibly inane that it is laughingly enjoyable",positive
"though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should",positive
see it,positive
this deeply spiritual film taps into the meaning and consolation in afterlife communications,positive
"like coming into a long running , well written television series where you 've missed the first half dozen episodes and probably wo n't see the next six",negative
a yawn provoking little farm melodrama,negative
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",negative
"touches smartly and wistfully on a number of themes , not least the notion that the marginal members of society might benefit from a helping hand and a friendly kick in the pants",positive
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,negative
nothing short of a masterpiece and a challenging one,positive
"saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory",positive
"at just over an hour , home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face",positive
imamura has said that warm water under a red bridge is a poem to the enduring strengths of women,positive
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative
"an achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses",negative
"purposefully shocking in its eroticized gore , if unintentionally dull in its lack of poetic frissons",negative
"a sweet , tender sermon about a 12 year old welsh boy more curious about god than girls , who learns that believing in something does matter",positive
"an airless , prepackaged julia roberts wannabe that stinks so badly of hard sell image mongering you 'll wonder if lopez 's publicist should share screenwriting credit",negative
a fairly enjoyable mixture of longest yard and the 1999 guy ritchie caper lock stock and two smoking barrels,positive
the mantra behind the project seems to have been ` it 's just a kids ' flick ',negative
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive
"a vibrant , colorful , semimusical rendition",positive
"the jokes are flat , and the action looks fake",negative
"lucy 's a dull girl , that 's all",negative
"if you think it 's a riot to see rob schneider in a young woman 's clothes , then you 'll enjoy the hot chick",positive
"if you can push on through the slow spots , you 'll be rewarded with some fine acting",positive
"maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well crafted and this one is",positive
a bold lrb and lovely rrb experiment that will almost certainly bore most audiences into their own brightly colored dreams,positive
this is a heartfelt story it just is n't a very involving one,negative
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",positive
an uninspired preachy and clich d war film,negative
"and there 's the inimitable diaz , holding it all together",positive
the action clich s just pile up,negative
"if you are willing to do this , then you so crazy !",negative
the closest thing to the experience of space travel,positive
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",negative
the beautifully choreographed kitchen ballet is simple but absorbing,positive
"it 's not particularly well made , but since i found myself howling more than cringing , i 'd say the film works",positive
the film has the courage of its convictions and excellent performances on its side,positive
"director yu seems far more interested in gross out humor than in showing us well thought stunts or a car chase that we have n't seen 10,000 times",negative
"the production design , score and choreography are simply intoxicating",positive
"starts slowly , but adrien brody in the title role helps make the film 's conclusion powerful and satisfying",positive
Both the net sales and operating profit were record high in the company 's history .,positive
"while you have to admit it 's semi amusing to watch robert deniro belt out `` when you 're a jet , you 're a jet all the way , '' it 's equally distasteful to watch him sing the lyrics to `` tonight ''",negative
the entire movie establishes a wonderfully creepy mood,positive
offers a guilt free trip into feel good territory,positive
diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy film,positive
"the script is a disaster , with cloying messages and irksome characters",negative
"a chronicle not only of one man 's quest to be president , but of how that man single handedly turned a plane full of hard bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department",positive
"the film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of ms ambrose",negative
"the cast , collectively a successful example of the lovable loser protagonist , shows deft comic timing",positive
scott baio is turning in some delightful work on indie projects,positive
extraordinary debut from josh koury,positive
"i found the ring moderately absorbing , largely for its elegantly colorful look and sound",positive
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,positive
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,negative
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,negative
"there are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs the big guys",positive
"it 's a big idea , but the film itself is small and shriveled",negative
the trailer is a riot,positive
"behan 's memoir is great material for a film rowdy , brawny and lyrical in the best irish sense but sheridan has settled for a lugubrious romance",negative
"soulless and even more damning virtually joyless , xxx achieves near virtuosity in its crapulence",negative
lrb a rrb devastatingly powerful and astonishingly vivid holocaust drama,positive
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,positive
plummer steals the show without resorting to camp as nicholas ' wounded and wounding uncle ralph,positive
the movie is a desperate miscalculation,negative
"reign of fire never comes close to recovering from its demented premise , but it does sustain an enjoyable level of ridiculousness",negative
an uneven look into a grim future that does n't come close to the level of intelligence and visual splendour that can be seen in other films based on philip k dick stories,negative
"lrb there 's rrb quite a bit of heart , as you would expect from the directors of the little mermaid and aladdin",positive
"makes the same mistake as the music industry it criticizes , becoming so slick and watered down it almost loses what made you love it in the first place",negative
a winning piece of work filled with love for the movies of the 1960s,positive
"a dull , dumb and derivative horror film",negative
"no new plot conceptions or environmental changes , just different bodies for sharp objects to rip through",negative
feel free to go get popcorn whenever he 's not onscreen,negative
a solidly entertaining little film,positive
"such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us `` the skulls '' and last year 's `` rollerball ''",positive
a properly spooky film about the power of spirits to influence us whether we believe in them or not,positive
you 'll probably love it,positive
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,negative
"often demented in a good way , but it is an uneven film for the most part",negative
this slender plot feels especially thin stretched over the nearly 80 minute running time,negative
a spooky yarn of demonic doings on the high seas that works better the less the brain is engaged,negative
"efficient , suitably anonymous chiller",positive
"there 's a heavy stench of ` been there , done that ' hanging over the film",negative
there 's surely something wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits,negative
"it 's full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s",positive
"take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112 minute length",negative
"beautifully crafted and brutally honest , promises offers an unexpected window into the complexities of the middle east struggle and into the humanity of its people",positive
"evelyn 's strong cast and surehanded direction make for a winning , heartwarming yarn",positive
"witless , pointless , tasteless and idiotic",negative
`` the best disney movie since the lion king '',positive
low comedy does n't come much lower,negative
"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",negative
but it makes for one of the most purely enjoyable and satisfying evenings at the movies i 've had in a while,positive
a dazzling dream of a documentary,positive
Turnover rose to EUR21m from EUR17m .,positive
"terrific performances , great to look at , and funny",positive
